StudyHours,SleepHours,SocialMediaHours,ExerciseHours,PlayHours,AttendancePercentage,PreviousMarks,AttentionLevel,TestMarks
4.7,6.9,2.0,1.3,1.4,93.9,73.3,5.8,70.9
5.0,5.8,3.1,1.2,2.3,90.3,82.6,4.6,73.8
7.3,6.6,1.9,0.6,0.6,95.7,82.0,6.2,88.9
5.9,8.8,3.2,0.3,1.5,96.2,80.9,5.6,64.3
3.6,7.6,2.6,0.9,0.8,82.2,75.5,3.6,59.8
3.2,4.5,2.4,0.6,2.0,86.5,76.6,3.0,58.0
5.2,8.2,0.6,0.7,0.0,77.7,75.7,6.3,69.2
2.5,8.1,1.5,0.2,2.1,72.0,62.8,3.6,48.6
7.2,6.6,3.2,0.9,2.0,91.7,69.3,6.1,79.1
6.3,7.7,1.7,0.9,0.9,92.7,58.0,7.0,75.5
3.8,6.1,3.9,1.3,1.5,69.1,75.8,3.1,57.8
1.9,6.5,5.3,0.7,0.9,79.3,74.3,1.0,49.7
6.5,8.5,3.3,0.6,1.8,85.4,77.0,5.6,79.4
4.3,6.7,4.3,0.0,2.1,86.2,62.3,3.3,57.4
6.4,5.1,3.4,1.4,0.8,100.0,79.6,4.0,73.7
2.1,6.9,1.9,1.2,0.6,80.0,74.7,3.5,58.9
3.6,6.9,2.7,0.8,2.3,83.6,92.3,3.6,61.6
4.5,8.2,4.9,0.1,2.9,90.2,78.1,3.8,58.7
4.6,7.0,1.9,0.2,1.8,82.2,64.0,5.0,58.3
3.8,6.6,1.3,0.5,1.9,81.0,56.5,3.9,50.1
5.4,8.0,1.1,1.3,1.3,80.3,72.2,6.6,81.4
2.9,7.1,2.2,0.9,1.6,86.9,59.7,4.0,56.6
4.3,6.2,1.3,0.1,1.7,83.6,62.7,4.3,65.6
4.7,8.2,4.5,1.0,1.4,90.5,60.3,3.9,57.2
5.3,7.2,2.8,0.4,2.4,87.9,64.2,4.6,75.0
5.6,7.0,3.7,0.5,1.6,61.7,84.6,4.4,72.7
2.8,7.2,2.1,1.3,1.7,71.0,60.3,3.4,49.8
2.2,5.9,1.1,1.2,1.4,81.0,65.8,3.1,53.1
6.4,6.5,0.9,1.3,1.5,92.8,55.7,6.5,75.6
5.0,7.0,1.4,0.8,2.4,79.8,52.9,5.0,57.5
3.4,6.8,2.9,1.2,1.6,88.0,67.2,4.1,56.4
6.8,8.3,3.1,0.5,1.6,89.8,72.1,5.9,75.0
4.7,7.2,3.2,0.7,1.6,89.3,58.5,4.0,48.8
6.3,7.9,0.7,0.6,1.2,80.6,54.8,6.9,63.0
4.6,7.0,2.5,0.8,0.5,75.8,51.3,4.4,56.0
7.6,8.1,1.3,0.2,2.6,74.5,71.5,6.8,85.3
7.1,7.4,3.0,0.7,2.2,100.0,79.3,5.8,78.4
4.1,7.0,3.1,1.5,2.4,88.6,55.7,3.2,63.9
6.0,7.0,1.1,0.3,0.7,99.7,63.5,4.9,73.5
5.5,6.0,3.7,0.1,2.5,78.3,80.8,3.4,60.0
6.6,7.5,5.3,0.2,2.9,95.0,67.9,3.7,58.7
3.1,7.0,3.5,2.1,2.2,81.2,69.0,3.8,54.7
5.5,6.5,2.3,1.0,2.7,84.8,73.8,5.7,62.3
6.1,8.1,2.1,0.7,2.1,82.7,65.6,6.2,69.2
1.9,5.7,2.2,0.8,0.9,78.0,62.2,1.6,44.4
2.7,6.6,1.6,0.9,1.9,78.1,73.1,3.0,48.4
1.4,8.0,2.8,0.5,0.8,84.7,56.2,3.0,42.3
4.1,7.3,1.1,0.5,1.1,80.3,53.9,4.9,60.7
5.6,7.0,0.2,0.7,1.7,86.0,63.1,5.3,66.6
6.8,7.3,2.8,0.4,1.6,78.3,77.1,5.3,77.3
4.6,7.2,2.5,0.6,1.8,90.7,81.6,4.0,73.0
6.9,5.5,1.8,1.0,0.2,81.3,65.3,6.5,71.7
2.4,6.7,1.0,0.3,1.4,98.1,78.3,4.1,63.8
1.9,8.6,2.8,2.1,1.9,84.6,83.8,3.7,56.0
4.4,6.3,1.3,1.2,2.0,84.2,70.4,5.0,69.2
5.1,6.7,2.3,0.2,2.1,97.8,76.4,4.7,70.7
4.5,6.5,4.6,0.0,1.7,81.0,88.7,3.0,57.1
1.4,6.9,3.3,0.5,1.2,81.7,63.0,3.0,39.9
4.4,6.4,0.9,1.1,1.9,79.4,67.6,5.8,72.4
2.5,7.5,1.0,1.0,1.3,86.6,86.0,5.1,64.3
5.5,7.2,2.7,0.7,2.1,79.1,60.6,5.2,61.1
5.0,7.8,0.8,0.5,1.8,91.2,71.6,5.7,79.7
3.1,5.9,0.1,0.3,1.5,84.6,63.7,3.7,60.8
3.7,6.7,3.1,0.6,1.0,91.7,83.6,3.0,57.2
2.9,6.8,2.9,0.3,2.3,90.8,58.2,3.6,52.6
4.4,7.5,3.0,0.6,1.9,80.9,69.3,3.6,54.6
5.9,6.2,2.8,1.5,3.0,79.1,59.5,5.0,59.3
3.0,7.9,2.4,0.4,1.9,82.4,55.3,3.2,48.2
5.3,8.2,1.7,1.1,1.9,85.1,51.0,5.9,65.2
3.7,6.0,3.1,1.2,0.5,87.7,68.4,2.9,53.3
3.3,6.5,4.3,0.3,1.7,88.6,74.8,2.8,57.3
4.3,6.5,1.9,0.4,1.3,84.7,70.2,4.2,67.5
2.9,9.0,1.3,1.3,2.1,79.6,72.3,4.7,57.6
3.7,6.6,1.1,0.3,1.7,80.3,65.7,3.9,59.2
2.7,8.7,1.5,0.8,2.2,89.1,79.8,4.7,62.1
7.4,5.7,2.7,1.8,3.0,79.8,77.3,6.0,73.7
4.6,6.0,0.0,1.3,0.9,89.5,71.3,5.2,73.6
3.5,6.3,3.0,0.8,2.2,89.7,72.1,3.2,48.6
4.8,6.2,3.3,1.2,2.0,97.3,65.3,3.8,59.0
4.3,6.7,0.3,0.8,2.9,81.2,89.5,4.3,66.4
4.2,6.3,1.3,1.3,2.0,82.4,78.1,4.7,63.3
5.4,6.2,2.6,0.0,1.9,66.5,69.0,3.6,54.8
5.6,8.2,2.3,0.7,2.1,77.5,68.3,5.3,60.0
3.7,8.2,3.1,0.0,2.1,77.4,66.1,4.1,54.7
3.6,7.9,2.3,0.9,2.5,89.0,67.0,4.3,59.4
4.1,7.5,4.0,0.7,0.9,99.5,72.5,4.4,63.9
1.0,7.1,2.1,1.5,1.2,89.6,52.9,2.5,45.0
2.2,6.5,1.3,1.2,2.7,92.9,67.5,3.4,59.2
6.6,6.0,1.2,0.5,0.1,79.3,68.7,6.0,71.8
7.0,7.4,3.4,0.6,1.4,75.4,69.9,5.6,71.7
4.1,5.8,2.5,1.0,1.6,83.1,71.7,4.4,61.3
5.4,6.0,3.3,0.5,1.4,80.0,70.3,4.5,64.0
5.0,8.2,3.2,0.8,2.6,78.1,74.1,5.6,64.3
9.1,8.9,0.1,1.5,1.8,86.7,68.7,8.6,91.6
6.2,7.4,1.1,0.4,1.2,75.5,79.9,6.6,77.5
4.3,8.1,1.3,0.6,1.1,91.6,76.6,4.9,68.2
3.1,6.8,1.5,0.6,1.7,81.8,92.5,4.2,67.9
2.1,5.7,2.0,2.4,2.3,84.6,77.0,3.1,60.1
4.8,7.6,3.7,1.1,1.6,85.8,62.5,4.1,55.1
3.4,7.6,3.9,1.4,1.4,81.3,68.4,4.1,52.2
2.4,7.1,2.1,1.2,1.0,95.1,64.9,2.7,65.6
3.5,6.8,2.2,1.2,1.8,72.2,70.1,5.0,50.4
2.9,8.0,1.7,1.0,1.7,95.3,81.0,4.7,58.6
7.0,6.0,2.6,1.0,1.0,82.2,66.8,5.7,79.5
5.8,6.2,2.7,0.1,2.2,92.4,64.3,4.6,78.2
4.5,6.0,3.5,1.0,2.7,86.6,75.2,3.5,68.9
6.7,7.1,3.5,0.7,1.5,91.8,61.8,5.6,73.7
4.6,5.9,0.0,1.1,1.7,84.1,61.3,4.8,65.3
3.2,6.3,2.3,0.8,0.7,86.9,73.8,2.0,54.1
6.8,6.3,4.2,1.2,2.0,93.8,52.1,4.9,68.8
5.3,6.7,2.0,1.3,1.8,85.8,65.2,4.9,72.6
2.9,5.5,3.9,0.0,1.3,95.6,78.6,1.6,56.7
4.2,7.1,2.1,0.6,1.0,87.8,51.7,3.7,47.1
3.2,8.2,2.7,0.0,2.8,79.1,52.4,4.5,46.5
2.4,7.1,1.1,0.9,1.8,82.2,55.7,4.9,57.2
5.9,8.5,1.2,0.6,0.9,92.1,42.7,6.5,63.5
7.4,8.3,3.4,1.5,2.1,75.1,89.0,6.4,71.1
2.4,7.8,3.6,0.9,1.7,91.3,71.2,3.3,58.0
5.3,7.1,2.5,0.6,1.5,82.1,63.3,5.1,67.2
3.5,7.0,1.0,1.3,2.2,74.7,57.1,4.5,65.1
3.8,7.8,2.6,0.6,0.0,86.7,92.0,4.9,74.4
3.6,6.6,4.0,0.6,0.2,79.4,76.6,3.5,53.2
3.2,5.1,4.6,1.0,2.5,80.4,68.7,2.3,49.8
4.6,7.5,2.1,1.6,1.4,80.0,82.2,6.1,67.6
3.3,5.9,0.5,1.2,1.2,85.9,73.9,4.8,58.0
4.9,6.0,3.5,1.1,0.6,81.9,65.0,3.6,65.1
4.4,7.0,2.2,2.2,1.6,88.1,63.9,5.1,64.0
4.1,6.9,3.6,0.4,1.7,93.1,64.1,4.0,66.6
3.1,5.6,2.8,0.4,2.5,89.3,59.8,2.3,51.9
3.6,7.2,1.4,0.9,1.8,99.4,81.1,4.5,71.6
5.6,8.0,2.6,1.6,1.3,100.0,64.8,5.0,74.3
5.3,5.9,4.1,0.3,1.8,82.7,83.5,4.6,66.5
3.0,8.3,2.3,1.7,2.3,75.8,61.7,4.7,53.9
4.6,5.4,1.3,0.1,2.1,82.7,64.0,4.7,66.5
5.6,9.0,0.6,0.7,1.9,85.9,65.5,6.1,81.2
2.0,6.6,1.6,0.9,1.7,100.0,61.0,3.9,59.3
5.3,7.1,2.0,0.4,1.1,82.0,64.1,5.3,67.7
3.5,5.1,3.5,0.5,0.8,87.2,75.5,1.7,51.8
5.4,6.9,1.2,1.2,0.7,79.6,82.0,6.0,75.3
3.4,7.2,4.4,1.5,1.8,82.2,73.0,2.7,47.9
1.8,6.9,0.9,0.0,1.8,75.3,58.1,3.4,44.4
2.1,6.4,5.3,0.9,2.3,73.3,64.0,1.8,37.5
4.6,6.1,4.6,0.7,1.9,95.9,64.2,3.2,58.1
4.9,8.1,2.7,0.9,2.2,93.5,87.0,4.2,75.4
3.1,7.0,0.5,0.6,1.4,82.0,79.9,4.8,60.7
5.5,8.5,2.4,0.2,2.0,93.5,82.1,5.9,77.2
2.0,6.5,2.0,1.6,0.8,74.5,62.9,3.1,50.5
4.4,6.6,1.0,1.4,1.5,83.6,57.3,5.5,60.3
2.7,7.8,2.8,0.7,0.2,86.4,75.7,3.8,55.2
3.5,5.4,1.5,0.6,1.5,95.1,65.4,2.7,63.2
4.6,5.8,1.6,0.5,2.4,86.6,72.9,5.0,68.5
3.2,8.1,2.3,0.0,1.5,89.4,74.1,3.8,50.6
3.9,5.8,1.8,1.0,2.0,81.2,66.0,3.7,63.4
6.0,5.2,5.0,1.2,1.7,87.1,80.0,3.2,65.3
3.6,8.9,1.9,0.9,1.1,95.1,55.4,5.7,55.6
5.8,5.6,3.0,0.8,1.4,72.1,71.1,5.1,61.9
2.8,7.2,2.7,0.9,2.3,94.1,76.8,3.7,59.7
5.3,7.1,2.9,0.4,2.0,83.3,87.0,4.4,72.2
6.7,4.2,3.0,0.6,1.1,73.8,71.3,5.8,76.7
1.0,6.7,3.6,0.7,0.5,82.9,82.6,1.7,41.7
3.3,7.4,2.8,1.1,1.6,95.3,81.9,3.6,61.0
5.4,7.4,2.8,1.5,1.1,81.1,93.4,5.7,80.3
4.2,7.9,2.6,0.7,1.4,87.4,73.2,4.5,69.9
5.1,6.6,2.3,0.3,0.5,72.1,90.5,5.6,70.7
3.6,7.7,1.4,0.8,2.2,70.4,78.1,4.4,59.0
4.6,6.3,2.4,1.8,1.4,76.4,54.7,4.5,60.7
4.3,5.6,2.8,0.3,1.5,93.1,70.3,4.3,54.0
6.3,5.7,3.0,1.2,0.9,84.6,60.8,5.2,68.1
4.9,5.5,2.7,1.5,1.3,93.8,85.3,4.1,70.8
5.0,8.0,2.2,0.6,1.6,94.3,71.7,4.8,67.9
3.9,5.5,2.4,0.4,1.1,78.9,56.8,2.9,55.0
3.8,7.3,1.8,1.1,1.3,97.5,78.8,3.9,72.8
3.9,6.7,2.9,1.0,2.5,80.6,83.2,4.3,58.8
5.1,6.9,2.2,1.1,0.3,93.0,66.0,5.4,66.3
3.9,8.4,2.7,1.8,1.6,92.7,65.5,5.1,67.1
4.9,6.6,3.7,0.9,1.0,85.5,72.0,3.4,54.2
7.6,7.6,1.6,0.2,2.4,85.5,51.9,6.7,74.4
5.8,7.0,3.2,0.8,1.4,87.6,77.1,5.1,82.5
4.0,6.8,2.5,0.9,0.8,85.9,86.9,4.8,69.4
6.3,9.0,4.9,1.4,1.3,81.9,63.5,5.5,64.1
3.9,5.6,2.2,0.7,1.7,81.2,88.4,3.7,56.6
1.4,8.3,3.3,0.6,3.4,81.9,79.9,2.2,36.4
3.0,7.7,2.5,0.1,0.0,94.7,69.2,4.1,65.4
1.7,6.5,0.8,1.1,0.7,72.3,76.3,3.4,47.9
4.0,8.6,1.9,2.5,2.4,81.0,86.0,4.9,68.8
4.5,5.2,3.6,0.7,0.4,82.4,71.4,2.8,64.0
7.0,6.5,2.0,1.0,1.5,83.2,73.9,6.5,77.2
5.0,5.8,0.0,0.5,1.2,87.4,64.6,5.8,71.0
4.2,7.4,2.5,0.2,1.1,74.2,68.8,2.9,59.7
5.7,5.9,1.2,1.0,1.4,93.2,77.0,5.5,84.6
1.2,7.4,2.7,0.8,1.3,92.1,68.2,2.0,51.4
4.9,6.8,4.4,0.0,2.2,90.4,65.0,3.7,66.8
5.7,6.5,3.4,1.6,2.4,83.3,81.5,5.1,59.4
2.3,7.4,4.3,1.0,1.8,79.1,74.8,1.9,48.4
6.2,6.7,1.8,0.8,1.3,82.4,65.2,5.8,79.1
5.0,5.9,2.3,0.6,1.7,85.5,87.5,4.8,74.8
3.9,9.0,1.2,1.0,2.1,90.3,91.1,6.1,75.6
5.4,6.5,1.7,1.0,2.2,84.3,80.1,4.9,67.0
7.9,4.8,1.4,1.0,1.8,87.9,58.1,6.8,77.6
4.8,6.2,0.9,1.3,2.6,81.5,74.1,5.4,78.4
4.9,5.7,4.1,1.4,1.1,87.3,75.9,3.3,61.5
3.8,7.8,0.0,1.8,2.3,83.0,54.2,5.9,62.0
3.2,7.3,4.1,0.4,2.0,87.1,81.9,3.3,49.9
5.7,7.4,4.0,0.5,1.1,70.9,72.1,5.0,66.2
3.2,6.6,3.1,1.0,1.7,88.9,81.2,3.8,57.1
4.6,6.7,1.2,0.4,1.7,89.3,66.9,4.7,67.7
3.8,6.6,0.6,0.5,1.4,89.2,74.8,4.9,77.6
5.2,6.9,1.8,1.0,1.4,77.1,75.3,5.2,73.4
5.0,7.8,3.3,1.3,0.4,79.3,71.9,5.0,71.4
6.1,7.3,2.5,1.4,1.0,78.1,74.9,5.5,72.6
3.7,7.5,1.2,0.7,1.3,87.6,68.6,5.6,70.7
4.1,7.5,3.9,1.0,1.1,90.3,58.2,3.8,62.8
3.0,7.9,4.5,0.9,0.9,79.4,49.6,2.9,39.5
3.8,7.3,2.2,0.8,2.2,95.5,63.8,4.6,63.2
5.1,7.4,2.6,0.4,1.4,95.4,77.9,5.3,69.6
5.6,8.2,0.7,0.3,3.0,86.1,59.6,6.4,70.8
3.1,6.3,2.0,1.1,1.7,88.0,80.6,3.6,61.3
5.8,6.1,3.1,0.4,2.2,71.6,83.9,4.9,64.7
6.5,5.8,2.9,0.0,1.4,80.8,74.7,5.7,71.9
5.1,7.2,1.9,0.8,1.0,75.0,68.3,5.9,71.7
7.3,5.1,2.2,1.5,1.7,77.7,80.2,5.3,77.6
3.3,7.5,2.0,0.0,2.4,89.1,81.6,4.4,61.6
2.6,6.9,2.2,0.7,1.4,91.0,67.7,3.4,60.4
1.8,8.1,3.0,1.1,1.8,91.4,70.8,3.8,49.5
6.7,6.3,0.1,0.0,1.7,86.9,61.9,7.4,76.7
5.5,6.8,2.4,0.7,1.4,89.2,72.9,3.8,74.1
4.4,8.1,2.9,0.2,1.5,72.3,49.3,4.5,58.0
4.9,8.4,1.8,0.3,0.8,74.7,67.1,5.3,63.8
2.8,6.3,1.9,0.6,1.5,83.3,61.5,3.1,62.4
8.2,7.2,2.0,0.2,2.0,89.8,69.1,6.4,81.0
4.7,7.3,1.9,0.2,1.7,81.4,62.0,4.6,66.5
4.7,7.4,2.5,0.8,1.6,74.1,50.9,4.6,48.6
5.6,6.7,2.7,1.9,2.0,79.5,63.5,5.1,60.9
5.2,8.3,0.0,1.2,1.6,77.5,65.2,5.8,76.8
4.8,5.1,3.3,1.3,1.5,71.2,80.7,3.8,68.9
3.3,6.6,2.2,1.2,2.0,100.0,63.6,4.4,61.7
5.2,7.4,4.8,0.5,1.6,94.9,61.5,3.6,71.0
7.3,7.5,1.1,1.0,1.3,69.2,58.1,6.3,80.5
6.5,8.4,1.5,1.3,1.8,69.6,81.4,7.0,75.7
6.9,8.2,2.3,1.2,1.5,78.6,67.8,7.2,75.6
3.7,6.7,3.0,0.9,1.3,73.1,72.7,3.8,49.7
3.0,8.3,0.2,1.1,1.6,100.0,54.6,5.0,61.9
4.3,6.3,1.5,2.0,1.6,78.6,52.5,4.4,59.7
4.6,7.9,3.2,1.2,0.7,87.9,61.0,5.0,62.7
6.1,8.8,1.4,0.6,1.7,81.0,86.2,6.6,81.5
2.0,8.2,4.1,0.8,2.8,75.7,59.1,2.4,46.1
6.8,7.1,2.0,0.3,0.8,93.4,63.7,5.7,77.5
4.3,6.7,1.4,2.0,1.1,90.2,70.1,5.2,72.1
3.9,5.5,3.2,1.6,3.4,84.5,63.7,3.4,58.1
3.0,7.3,4.4,0.8,0.9,100.0,74.8,2.8,57.4
2.0,5.9,3.0,1.9,2.4,86.9,61.7,2.1,51.3
5.7,6.2,4.0,1.1,1.3,81.3,59.0,3.7,63.4
4.6,5.8,4.5,0.6,1.5,100.0,95.0,2.7,61.7
2.6,6.5,1.4,1.3,1.4,88.2,60.6,4.0,65.5
2.6,7.0,3.6,1.0,1.8,98.0,78.0,3.1,57.9
4.0,7.3,0.7,1.2,0.4,84.7,60.6,6.1,62.4
7.0,6.4,3.0,0.1,1.6,60.9,54.6,4.9,61.9
4.1,8.1,2.4,0.4,1.2,72.5,69.1,5.0,62.1
2.2,6.8,4.0,1.5,0.2,93.7,56.6,1.7,47.4
4.1,6.2,3.9,1.6,2.3,80.3,66.1,3.7,60.5
4.1,7.2,3.2,1.5,0.0,87.0,62.0,3.4,60.8
1.0,9.0,2.9,1.9,3.0,94.1,82.5,2.7,62.0
4.4,7.3,3.1,1.1,1.9,86.4,54.6,4.7,59.6
4.2,6.6,2.6,1.1,0.5,78.1,76.8,4.3,61.8
5.5,5.5,2.4,0.3,2.4,84.9,72.9,4.2,60.9
7.3,6.8,4.2,0.5,1.0,85.9,67.7,4.4,74.7
6.2,7.2,4.4,0.0,1.0,81.7,62.4,4.6,66.6
4.1,6.6,2.3,0.6,0.2,73.9,71.7,4.2,57.3
2.8,5.3,2.8,0.0,0.9,82.2,72.3,2.8,54.8
8.4,6.1,2.6,1.3,1.0,84.3,73.9,5.7,81.5
4.6,8.5,0.6,1.0,2.1,73.5,67.3,6.5,70.5
4.5,8.4,2.1,0.0,2.3,77.7,58.5,4.8,59.2
4.5,6.1,4.4,0.7,0.6,79.3,78.8,3.3,59.0
4.8,7.7,1.6,1.8,1.7,70.1,70.0,5.7,58.6
4.3,5.8,5.0,0.7,0.2,86.0,63.9,2.2,49.0
3.6,8.4,3.9,0.3,1.7,86.9,60.0,3.5,54.9
3.7,7.2,3.0,0.0,3.0,80.6,79.2,3.2,55.3
4.5,7.9,3.2,0.0,0.3,74.1,83.8,4.0,64.8
3.7,5.3,1.4,1.1,0.8,88.3,75.8,3.5,73.9
3.4,7.7,2.2,0.6,2.0,89.4,76.4,4.4,58.2
4.7,7.0,4.2,0.6,2.1,85.8,81.7,3.2,52.7
4.1,7.9,1.8,0.6,0.8,85.3,66.4,5.2,71.1
6.8,7.9,3.8,0.7,2.5,89.8,91.3,7.2,94.4
1.0,7.1,0.8,0.2,0.9,84.2,59.4,2.9,49.9
6.1,6.4,1.1,1.0,2.7,77.7,67.6,5.2,72.1
6.4,7.8,4.8,0.1,1.8,84.4,62.3,5.6,63.3
1.4,6.9,2.5,0.4,2.4,81.9,70.6,2.7,50.9
4.0,6.1,1.9,1.3,1.8,84.4,87.3,4.2,68.1
3.9,6.1,4.1,1.0,2.0,92.1,67.6,2.8,60.2
2.4,5.5,4.0,1.1,2.0,75.4,74.2,1.5,36.6
3.3,6.5,3.6,1.9,2.3,86.4,40.9,3.2,47.9
2.8,8.1,1.8,0.8,1.5,75.0,74.3,3.9,52.8
7.1,7.2,2.2,0.8,0.9,77.7,80.0,5.9,83.6
5.9,6.5,2.9,0.7,1.4,97.6,71.2,5.2,67.9
6.4,7.8,3.3,0.6,1.0,88.7,59.3,6.0,73.8
5.6,6.2,1.9,0.3,1.1,86.3,58.0,4.8,63.9
2.8,7.1,2.7,0.8,2.7,71.7,64.5,3.7,48.7
3.7,6.8,2.8,1.0,1.9,83.1,57.9,4.9,62.0
5.2,7.8,4.0,1.0,1.9,68.4,85.8,4.1,59.4
2.7,5.4,3.4,0.8,2.3,85.3,74.7,1.5,42.5
5.6,6.1,0.7,1.3,1.9,75.0,84.4,6.3,78.2
4.1,5.4,2.2,0.8,2.8,89.5,67.1,3.4,57.7
3.9,6.7,1.4,0.6,0.0,86.3,62.4,4.3,55.1
5.6,8.2,3.2,0.3,0.8,75.3,63.0,5.2,65.6
5.2,6.5,3.6,0.0,1.0,88.1,65.4,4.5,65.2
4.0,6.5,2.6,1.5,0.5,100.0,65.1,4.2,64.2
6.2,7.9,2.2,0.5,1.6,83.4,82.2,4.9,77.7
2.9,8.1,2.6,0.3,1.6,92.0,79.1,3.9,51.5
5.4,6.9,2.8,0.6,2.9,68.2,72.7,4.9,60.9
5.4,7.7,1.7,0.7,2.1,88.7,53.4,5.2,68.0
4.0,5.9,1.0,1.6,1.1,80.4,73.0,3.9,69.0
5.0,8.4,0.0,0.6,1.8,82.8,66.9,6.3,75.2
2.6,9.0,4.0,2.1,0.2,89.8,84.1,2.6,61.3
5.9,7.5,3.1,0.8,1.6,83.1,79.0,4.3,66.3
4.2,4.9,2.9,1.8,1.6,72.1,71.4,2.9,52.5
3.7,6.4,4.0,1.2,0.9,97.2,49.0,2.5,48.5
6.1,7.6,1.0,1.0,1.4,73.4,68.6,6.9,75.1
3.4,6.6,0.4,1.6,1.0,78.3,63.5,4.9,53.2
2.4,8.3,3.0,1.4,0.8,86.0,74.1,3.8,55.7
2.2,7.6,2.9,1.1,2.0,86.1,58.6,3.3,49.2
5.4,6.3,0.4,2.0,2.2,88.4,72.6,5.4,72.3
2.6,7.0,2.9,0.6,1.9,86.1,47.8,2.8,42.1
7.1,6.1,2.0,0.3,1.2,94.2,56.1,5.7,76.9
1.4,6.8,1.5,0.5,1.0,88.9,61.2,2.9,52.4
7.0,6.4,2.1,1.7,1.2,75.5,64.5,6.5,75.7
4.8,8.2,0.0,1.5,1.3,64.2,73.9,7.1,73.5
4.4,9.0,1.8,0.5,0.9,86.2,53.4,5.7,63.2
3.7,5.6,1.7,0.0,2.2,96.7,63.6,4.5,64.1
5.1,5.1,3.2,0.7,1.4,75.0,63.8,3.9,62.6
4.4,6.8,2.3,0.3,2.0,76.6,76.9,4.0,71.3
6.2,5.5,3.3,0.6,0.5,87.8,68.1,5.1,77.5
4.7,7.0,0.0,0.3,1.0,88.9,60.3,5.1,64.0
4.7,7.7,1.5,0.0,2.1,94.0,59.2,5.5,57.9
4.0,8.5,3.2,1.7,2.1,98.1,64.5,4.6,65.6
4.4,7.2,2.1,0.5,0.7,86.9,53.5,4.2,59.5
5.0,6.8,3.5,1.5,1.7,77.6,86.3,4.5,66.6
1.9,5.0,0.3,0.7,1.7,77.8,70.0,3.1,56.1
2.5,7.0,3.4,0.2,1.0,80.7,60.9,1.8,43.5
5.6,7.1,1.7,1.1,1.7,93.2,59.5,5.7,63.6
4.8,7.6,1.6,0.6,0.4,81.0,57.9,4.8,57.2
4.2,6.3,3.7,0.7,0.9,92.7,73.7,3.5,56.0
4.5,6.6,3.9,0.9,1.9,72.8,53.5,3.6,54.6
5.0,5.5,3.7,0.4,1.5,87.3,68.2,3.7,71.0
3.7,4.7,4.9,0.0,1.6,79.0,75.7,1.0,45.6
3.3,5.9,4.0,0.8,1.4,89.2,64.1,2.1,63.4
4.8,5.4,1.5,1.3,1.9,82.9,59.9,4.7,54.7
3.0,7.3,2.7,0.3,1.9,91.4,78.4,5.0,61.5
5.1,6.5,2.1,0.9,2.1,81.5,58.7,5.0,65.1
1.9,6.5,4.9,1.6,1.6,84.8,67.2,1.5,29.4
6.0,6.0,3.8,0.8,1.2,91.5,71.2,4.8,77.3
5.2,4.0,2.3,0.8,1.1,84.2,64.0,3.5,59.3
4.9,8.5,3.6,0.8,0.8,85.5,58.0,5.0,61.5
6.0,6.0,1.0,0.5,1.2,91.1,64.4,5.6,77.3
7.0,6.6,2.8,0.3,1.1,84.4,73.4,6.1,69.2
6.0,5.5,1.4,0.3,2.6,72.3,62.7,5.6,81.3
1.7,8.0,0.5,1.0,0.8,80.4,74.5,4.1,58.4
2.6,7.1,3.4,1.2,2.2,69.6,67.4,2.3,43.8
3.6,6.2,3.6,1.2,1.3,83.0,63.9,2.6,46.3
4.5,6.6,3.0,0.6,1.4,88.8,62.7,4.2,62.3
5.3,8.7,2.3,1.3,1.8,86.0,72.3,5.9,63.9
3.4,6.9,1.0,1.0,0.5,96.2,81.3,4.6,70.7
4.8,6.8,1.1,0.8,0.9,95.3,71.2,5.4,80.2
3.4,6.1,1.3,0.0,0.6,87.1,60.4,3.4,63.2
3.6,5.1,2.2,0.4,1.2,65.9,80.9,3.1,53.9
2.4,6.8,3.8,0.0,0.9,90.4,61.1,2.3,46.0
3.1,7.3,3.8,1.1,2.4,78.8,87.3,2.5,58.3
2.5,8.1,0.5,0.8,1.1,92.0,68.4,4.4,68.1
3.0,4.8,1.7,0.3,0.0,87.5,61.2,3.2,63.1
6.1,5.9,1.6,1.0,1.3,90.2,75.6,5.8,85.9
3.1,6.4,0.0,0.1,2.1,89.0,66.9,4.0,58.5
8.4,7.0,3.2,0.3,2.6,100.0,74.4,6.6,90.8
5.2,6.9,2.2,0.4,1.3,89.2,70.9,4.6,62.1
4.8,6.9,2.4,1.1,1.1,74.8,56.2,4.3,56.0
3.2,7.4,4.1,1.5,1.5,93.6,69.3,4.2,51.9
5.6,6.1,2.6,0.5,1.8,81.6,75.0,4.4,62.4
3.6,7.9,2.0,1.5,0.7,95.8,71.1,4.1,65.4
4.7,7.4,3.2,0.8,1.3,97.3,82.6,4.2,66.2
8.3,6.7,3.8,0.9,1.5,90.0,73.1,5.9,82.3
4.4,8.6,2.9,0.8,1.5,74.8,67.6,5.3,55.7
6.2,8.6,3.3,0.7,1.4,81.3,72.1,5.5,73.3
3.4,7.9,2.3,1.0,0.8,95.7,65.1,4.6,60.1
4.4,4.0,2.4,1.2,1.7,100.0,73.6,4.0,66.3
7.2,8.6,2.6,0.4,1.5,85.5,73.6,6.2,72.3
3.6,7.8,1.6,0.7,1.5,82.8,57.6,4.8,64.4
7.2,9.0,1.8,1.6,0.7,75.6,77.7,7.5,83.2
5.6,8.2,4.2,0.9,1.9,75.7,92.3,4.9,72.8
3.7,8.6,4.9,0.9,0.8,86.9,75.5,3.5,49.7
